date,ens_1m,real_1m,ens_3m,real_3m,ens_6m,real_6m,ens_12m,real_12m
1986-08-31,0.006758,-0.085439,0.022014,-0.014668,0.034820,0.123631,0.062880,0.303918
1986-09-30,0.007396,0.054729,0.022180,0.046905,0.036520,0.261024,0.063840,0.391276
1986-10-31,0.006229,0.021477,0.020816,0.123371,0.036209,0.181900,0.064539,0.032011
1986-11-30,0.006761,-0.028288,0.021070,0.140358,0.034267,0.164032,0.066497,-0.075917
1986-12-31,0.006387,0.131767,0.020421,0.204526,0.033070,0.255317,0.064475,0.020275
1987-01-31,0.006391,0.036924,0.019362,0.052102,0.031023,0.162653,0.070413,-0.062062
1987-02-28,0.007078,0.026390,0.022073,0.020760,0.033800,0.160450,0.065927,-0.057635
1987-03-31,0.007298,-0.011450,0.021075,0.042167,0.029856,0.103291,0.055360,-0.112479
1987-04-30,0.006924,0.006034,0.017280,0.105077,0.024423,-0.126821,0.041753,-0.093737
1987-05-31,0.006427,0.047914,0.016368,0.136849,0.022571,-0.206136,0.036412,-0.096312
1987-06-30,0.006162,0.048224,0.015763,0.058651,0.020418,-0.187237,0.037375,-0.100329
1987-07-31,0.006974,0.034959,0.017893,-0.209848,0.020628,-0.193278,0.035463,-0.146363
1987-08-31,0.007702,-0.024166,0.020972,-0.301698,0.025105,-0.187932,0.032321,-0.207035
1987-09-30,0.007421,-0.217630,0.020117,-0.232265,0.018791,-0.195569,0.027893,-0.155113
1987-10-31,0.006839,-0.085349,0.020710,0.020970,0.023001,0.037889,0.034661,0.107947
1987-11-30,0.003299,0.072861,0.010028,0.162918,0.008591,0.138341,0.028397,0.188450
1987-12-31,0.003444,0.040432,0.009996,0.047798,0.017833,0.106929,0.049496,0.124008
1988-01-31,0.004500,0.041817,0.006343,0.016571,0.015774,0.058155,0.050717,0.157156
1988-02-29,0.004491,-0.033343,0.008738,-0.021134,0.015082,-0.023523,0.049378,0.078560
1988-03-31,0.004288,0.009425,0.008556,0.056433,0.011252,0.050292,0.048633,0.138978
1988-04-30,0.003840,0.003176,0.007814,0.040906,0.011415,0.067501,0.050395,0.184862
1988-05-31,0.003861,0.043256,0.009007,-0.002441,0.015712,0.044019,0.055329,0.222612
1988-06-30,0.004384,-0.005411,0.011867,-0.005814,0.021590,0.015430,0.059996,0.162633
1988-07-31,0.005008,-0.038600,0.012990,0.025550,0.016601,0.093559,0.049825,0.272259
1988-08-31,0.005154,0.039729,0.014196,0.046574,0.018968,0.104543,0.054182,0.343874
1988-09-30,0.005366,0.025964,0.015675,0.021367,0.023699,0.084440,0.060328,0.284065
1988-10-31,0.006321,-0.018891,0.018181,0.066315,0.029551,0.109940,0.063956,0.220059
1988-11-30,0.004083,0.014688,0.012833,0.055389,0.022109,0.171063,0.055603,0.264121
1988-12-31,0.003916,0.071115,0.011260,0.061753,0.022522,0.144966,0.054447,0.272505
1989-01-31,0.001234,-0.028944,0.010493,0.040912,0.020494,0.163411,0.051515,0.106263
1989-02-28,0.001824,0.020806,0.010364,0.109603,0.018580,0.216679,0.050909,0.148965
1989-03-31,0.002374,0.050090,0.009728,0.078374,0.018899,0.184081,0.067480,0.152847
1989-04-30,0.001831,0.035137,0.009488,0.117685,0.019830,0.099212,0.065943,0.068337
1989-05-31,0.002510,-0.007925,0.012867,0.096500,0.022370,0.079465,0.060294,0.127012
1989-06-30,0.002292,0.088370,0.015646,0.098025,0.026091,0.111391,0.061747,0.125920
1989-07-31,0.002936,0.015517,0.016319,-0.016528,0.028784,-0.049122,0.057971,0.029097
1989-08-31,0.003271,-0.006544,0.017315,-0.015536,0.031864,-0.055655,0.054259,-0.082202
1989-09-30,0.002836,-0.025175,0.017097,0.012172,0.030671,-0.026378,0.068072,-0.123443
1989-10-31,0.003659,0.016541,0.017245,-0.033141,0.030644,-0.028088,0.058009,-0.106828
1989-11-30,0.003511,0.021417,0.017503,-0.040753,0.031197,0.044048,0.056110,-0.068701
1989-12-31,0.003188,-0.068817,0.017475,-0.038087,0.032542,0.013073,0.056388,-0.065591
1990-01-31,0.002938,0.008539,0.017273,0.005227,0.029828,0.082260,0.055247,0.045126
1990-02-28,0.002801,0.024255,0.016246,0.088403,0.028724,-0.028112,0.059233,0.105999
1990-03-31,0.002999,-0.026887,0.015403,0.053186,0.028214,-0.099694,0.061491,0.103783
1990-04-30,0.002914,0.091989,0.014449,0.076632,0.027941,-0.081016,0.060570,0.134643
1990-05-31,0.003860,-0.008886,0.013775,-0.107051,0.025790,-0.107992,0.059341,0.079174
1990-06-30,0.003700,-0.005223,0.014995,-0.145159,0.026304,-0.077649,0.056409,0.036702
1990-07-31,0.003932,-0.094314,0.014904,-0.146427,0.041798,-0.034311,0.054108,0.088895
1990-08-31,0.003365,-0.051184,0.014800,-0.001054,0.039026,0.137990,0.053539,0.225911
1990-09-30,0.004421,-0.006698,0.014243,0.078974,0.040597,0.226009,0.067893,0.267309
1990-10-31,0.004434,0.059934,0.014527,0.131349,0.036202,0.234671,0.074078,0.290954
1990-11-30,0.003887,0.024828,0.013965,0.139191,0.028235,0.209826,0.078124,0.164484
1990-12-31,0.004456,0.041518,0.015596,0.136273,0.025629,0.123978,0.071058,0.263067
1991-01-31,0.004571,0.067281,0.015339,0.091327,0.027052,0.127584,0.071053,0.188556
1991-02-28,0.005252,0.022203,0.018611,0.062004,0.031510,0.077260,0.068450,0.124309
1991-03-31,0.004854,0.000320,0.016129,-0.010820,0.026587,0.033687,0.053825,0.075875
1991-04-30,0.005141,0.038605,0.017245,0.033223,0.030040,0.045585,0.052190,0.105531
1991-05-31,0.004769,-0.047893,0.015549,0.014365,0.026348,-0.037478,0.049982,0.065464
1991-06-30,0.005269,0.044859,0.017199,0.044994,0.029820,0.123747,0.056401,0.099634
1991-07-31,0.006146,0.019649,0.020070,0.011965,0.034547,0.054073,0.065308,0.093860
1991-08-31,0.004884,-0.019144,0.015837,-0.051109,0.030636,0.043674,0.061798,0.047037
1991-09-30,0.004899,0.011834,0.016732,0.075362,0.029514,0.040814,0.048693,0.077193
1991-10-31,0.005157,-0.043904,0.018076,0.041610,0.031013,0.057332,0.048837,0.066836
1991-11-30,0.005396,0.111588,0.017551,0.099888,0.031383,0.106951,0.050424,0.149592
1991-12-31,0.005241,-0.019924,0.017787,-0.032127,0.031633,-0.021458,0.054937,0.044643
1992-01-31,0.004023,0.009590,0.018287,0.015094,0.030939,0.037746,0.051508,0.073389
1992-02-29,0.003894,-0.021832,0.016607,0.006421,0.028982,0.003223,0.055604,0.074340
1992-03-31,0.003345,0.027893,0.016506,0.011023,0.028170,0.034953,0.052650,0.118854
1992-04-30,0.003220,0.000964,0.016899,0.022316,0.029193,0.008989,0.062724,0.060827
1992-05-31,0.003963,-0.017359,0.017242,-0.003178,0.028618,0.038522,0.057715,0.083881
1992-06-30,0.003483,0.039374,0.017652,0.023668,0.030090,0.067550,0.062738,0.103861
1992-07-31,0.005194,-0.023998,0.018651,-0.013036,0.033169,0.034346,0.062829,0.056387
1992-08-31,0.005611,0.009106,0.020761,0.041833,0.038401,0.070889,0.062628,0.119629
1992-09-30,0.005155,0.002106,0.018910,0.042867,0.033010,0.081068,0.063723,0.098444
1992-10-31,0.005225,0.030262,0.018174,0.048008,0.033406,0.051376,0.061850,0.117393
1992-11-30,0.005213,0.010108,0.017545,0.027889,0.031208,0.043677,0.060888,0.070569
1992-12-31,0.005301,0.007046,0.017052,0.036630,0.029822,0.034013,0.054206,0.070552
1993-01-31,0.004663,0.010484,0.013948,0.003213,0.025947,0.021309,0.058067,0.097612
1993-02-28,0.005331,0.018697,0.017846,0.015359,0.028509,0.045514,0.052607,0.053588
1993-03-31,0.005362,-0.025417,0.017590,-0.002524,0.028270,0.016074,0.054644,-0.013063
1993-04-30,0.005863,0.022717,0.018906,0.018038,0.030025,0.062791,0.055367,0.024353
1993-05-31,0.006254,0.000755,0.020316,0.029699,0.034688,0.025767,0.060928,0.014016
1993-06-30,0.005419,-0.005327,0.018092,0.018645,0.031071,0.035336,0.058770,-0.013895
1993-07-31,0.004701,0.034432,0.016232,0.043960,0.027946,0.074710,0.058855,0.022605
1993-08-31,0.004354,-0.009988,0.014931,-0.003818,0.026813,0.007723,0.058601,0.025736
1993-09-30,0.004498,0.019393,0.015479,0.016386,0.028052,-0.028675,0.055052,0.008237
1993-10-31,0.004205,-0.012911,0.015494,0.029455,0.026568,-0.036167,0.056287,0.009662
1993-11-30,0.005227,0.010091,0.017863,0.011585,0.029985,-0.011455,0.056059,-0.017540
1993-12-31,0.004155,0.032501,0.015255,-0.044335,0.027294,-0.047551,0.057624,-0.015393
1994-01-31,0.003517,-0.030045,0.012397,-0.063744,0.025789,-0.048483,0.059410,-0.023235
1994-02-28,0.003412,-0.045747,0.011516,-0.022777,0.024266,0.017875,0.058902,0.043349
1994-03-31,0.003226,0.011531,0.010343,-0.003365,0.022185,0.038002,0.060643,0.123247
1994-04-30,0.003454,0.012397,0.011247,0.016300,0.026588,0.047548,0.068833,0.141492
1994-05-31,0.003674,-0.026791,0.010538,0.041599,0.024605,-0.006156,0.068235,0.168456
1994-06-30,0.003065,0.031490,0.008437,0.041506,0.021746,0.033763,0.063301,0.226169
1994-07-31,0.003757,0.037599,0.010284,0.030747,0.023291,0.026535,0.065083,0.226509
1994-08-31,0.002779,-0.026878,0.009327,-0.045847,0.019973,0.025027,0.060151,0.181686
1994-09-30,0.002932,0.020834,0.009733,-0.007434,0.020731,0.082125,0.056126,0.263016
1994-10-31,0.003840,-0.039505,0.011162,-0.004086,0.021620,0.089679,0.058362,0.231079
1994-11-30,0.003671,0.012299,0.010760,0.074280,0.021187,0.175693,0.056975,0.334325
1994-12-31,0.003244,0.024278,0.010471,0.090230,0.022314,0.186121,0.059896,0.341107
1995-01-31,0.002873,0.036074,0.009640,0.094150,0.023829,0.194805,0.067191,0.352026
1995-02-28,0.002405,0.027329,0.008513,0.094401,0.022489,0.152834,0.061332,0.313999
1995-03-31,0.002156,0.027960,0.009528,0.087955,0.021754,0.167163,0.057886,0.289169
1995-04-30,0.003321,0.036312,0.009828,0.091993,0.022628,0.129762,0.057788,0.270949
1995-05-31,0.003211,0.021279,0.011205,0.053393,0.022868,0.134927,0.059693,0.254443
1995-06-30,0.004093,0.031776,0.014205,0.072804,0.024602,0.130665,0.046761,0.231078
1995-07-31,0.004085,-0.000320,0.014682,0.034587,0.021517,0.131587,0.053766,0.138580
1995-08-31,0.004292,0.040097,0.014223,0.077401,0.022771,0.139799,0.054377,0.160372
1995-09-30,0.004033,-0.004979,0.014536,0.053935,0.021452,0.104533,0.053644,0.176109
1995-10-31,0.005229,0.041049,0.015404,0.093758,0.022209,0.124970,0.052769,0.212846
1995-11-30,0.004854,0.017444,0.015786,0.057915,0.022735,0.105307,0.053767,0.250508
1995-12-31,0.005937,0.032617,0.016614,0.048009,0.025702,0.088809,0.050111,0.202637
1996-01-31,0.006210,0.006934,0.018177,0.028537,0.029913,0.006179,0.047780,0.236062
1996-02-29,0.006031,0.007917,0.017852,0.044798,0.029489,0.018050,0.049966,0.234827
1996-03-31,0.004666,0.013431,0.016734,0.038931,0.029863,0.064803,0.051148,0.172920
1996-04-30,0.004459,0.022853,0.016491,-0.021737,0.028890,0.078114,0.049297,0.224972
1996-05-31,0.005485,0.002257,0.017609,-0.025601,0.029709,0.131367,0.054382,0.267755
1996-06-30,0.006011,-0.045748,0.017583,0.024902,0.030012,0.104543,0.056443,0.319863
1996-07-31,0.005420,0.018814,0.016827,0.102070,0.027925,0.228471,0.053903,0.491226
1996-08-31,0.003808,0.054203,0.012729,0.161091,0.025197,0.212933,0.056452,0.379576
1996-09-30,0.005106,0.026101,0.014403,0.077706,0.026056,0.101538,0.069433,0.378203
1996-10-31,0.004658,0.073376,0.014267,0.114694,0.026514,0.136217,0.059840,0.296837
1996-11-30,0.005481,-0.021505,0.015594,0.044649,0.027747,0.120552,0.057575,0.262054
1996-12-31,0.005795,0.061317,0.018456,0.022113,0.027294,0.194940,0.051948,0.310082
1997-01-31,0.007107,0.005928,0.017873,0.019309,0.029097,0.213888,0.055347,0.246922
1997-02-28,0.007190,-0.042614,0.020269,0.072659,0.030667,0.137389,0.055646,0.326901
1997-03-31,0.007005,0.058406,0.019880,0.169088,0.030732,0.251162,0.055511,0.455185
1997-04-30,0.006683,0.058577,0.017332,0.190893,0.028708,0.141363,0.053052,0.387364
1997-05-31,0.006160,0.043453,0.018299,0.060346,0.030914,0.126279,0.055039,0.285920
1997-06-30,0.007084,0.078146,0.019714,0.070204,0.032262,0.096358,0.057389,0.280972
1997-07-31,0.008010,-0.057466,0.022854,-0.041590,0.033843,0.027213,0.061463,0.174325
1997-08-31,0.007085,0.053154,0.024129,0.062181,0.039338,0.166620,0.063662,0.064271
1997-09-30,0.007473,-0.034478,0.023270,0.024438,0.037081,0.163067,0.065287,0.073611
1997-10-31,0.007040,0.044587,0.022416,0.071789,0.038656,0.215532,0.067624,0.201231
1997-11-30,0.006656,0.015732,0.021339,0.098325,0.036051,0.141742,0.061162,0.217951
1997-12-31,0.006976,0.010150,0.020515,0.135321,0.036094,0.168389,0.057708,0.266686
1998-01-31,0.007055,0.070449,0.022006,0.134115,0.037929,0.143214,0.065209,0.305382
1998-02-28,0.006326,0.049946,0.020417,0.039530,0.036306,-0.087731,0.061656,0.180104
1998-03-31,0.007236,0.009076,0.022462,0.029126,0.038293,-0.076914,0.066896,0.167570
1998-04-30,0.007268,-0.018826,0.023661,0.008023,0.041779,-0.011765,0.070965,0.200971
1998-05-31,0.007100,0.039438,0.024282,-0.122422,0.042051,0.066748,0.072807,0.193451
1998-06-30,0.006685,-0.011615,0.022520,-0.103039,0.041578,0.084130,0.071169,0.210673
1998-07-31,0.007286,-0.145797,0.023359,-0.019631,0.044789,0.141853,0.074326,0.185648
1998-08-31,0.006774,0.062396,0.022373,0.215559,0.044292,0.293592,0.075485,0.379335
1998-09-30,0.005592,0.080294,0.018393,0.208670,0.028157,0.264855,0.050462,0.261256
1998-10-31,0.006416,0.059126,0.017538,0.164717,0.028551,0.215269,0.052465,0.240527
1998-11-30,0.006139,0.056375,0.018079,0.064196,0.039150,0.118775,0.068317,0.193601
1998-12-31,0.006569,0.041009,0.020617,0.046484,0.035855,0.116723,0.061619,0.195260
1999-01-31,0.008355,-0.032283,0.023494,0.043403,0.039206,0.038355,0.065858,0.089728
1999-02-28,0.007576,0.038794,0.024294,0.051287,0.039824,0.066283,0.070815,0.103438
1999-03-31,0.007685,0.037944,0.025194,0.067119,0.042981,-0.002845,0.077697,0.164968
1999-04-30,0.007742,-0.024970,0.025398,-0.004838,0.043653,0.020784,0.082783,0.087816
1999-05-31,0.007547,0.054438,0.025042,0.014264,0.044938,0.066882,0.085527,0.091225
1999-06-30,0.007372,-0.032046,0.023743,-0.065564,0.042640,0.070328,0.088321,0.059656
1999-07-31,0.007398,-0.006254,0.022727,0.025747,0.043532,0.049476,0.081885,0.076848
1999-08-31,0.007432,-0.028552,0.023030,0.051878,0.043647,0.034845,0.081553,0.149401
1999-09-30,0.008100,0.062540,0.022722,0.145427,0.045737,0.168292,0.082265,0.119902
1999-10-31,0.007727,0.019062,0.021281,0.023134,0.041783,0.065667,0.076688,0.048770
1999-11-30,0.007508,0.057844,0.021016,-0.016193,0.040004,0.022816,0.081053,-0.053250
1999-12-31,0.007872,-0.050904,0.022019,0.019963,0.042600,-0.009971,0.082497,-0.101392
2000-01-31,0.006658,-0.020108,0.021885,0.041572,0.039522,0.026082,0.084815,-0.020402
2000-02-29,0.006731,0.096720,0.021399,0.039651,0.040757,0.110698,0.088405,-0.092563
2000-03-31,0.006519,-0.030796,0.021817,-0.029348,0.040849,-0.041419,0.086361,-0.225714
2000-04-30,0.006428,-0.021915,0.021298,-0.014872,0.040897,-0.015856,0.089176,-0.139745
2000-05-31,0.007052,0.023934,0.021369,0.068337,0.040075,-0.074370,0.088244,-0.115993
2000-06-30,0.006647,-0.016341,0.021233,-0.012436,0.040776,-0.092342,0.089079,-0.158270
2000-07-31,0.007177,0.060699,0.020411,-0.000999,0.040240,-0.045302,0.082536,-0.153477
2000-08-31,0.006431,-0.053483,0.017969,-0.133579,0.036373,-0.183003,0.077669,-0.253084
2000-09-30,0.006651,-0.004949,0.018717,-0.080911,0.038554,-0.192258,0.081304,-0.275369
2000-10-31,0.005506,-0.080069,0.017556,-0.044347,0.034822,-0.125885,0.075630,-0.258584
2000-11-30,0.005153,0.004053,0.016868,-0.057044,0.030137,-0.044967,0.065161,-0.133465
2000-12-31,0.005505,0.034637,0.016983,-0.121149,0.025769,-0.072636,0.057503,-0.130427
2001-01-31,0.006603,-0.092291,0.015505,-0.085322,0.028342,-0.113308,0.059150,-0.172627
2001-02-28,0.006897,-0.064205,0.018749,0.012807,0.035317,-0.085778,0.068043,-0.107433
2001-03-31,0.006722,0.076814,0.020303,0.055200,0.034658,-0.102893,0.075367,-0.011152
2001-04-30,0.007926,0.005090,0.023695,-0.030597,0.046545,-0.151810,0.087468,-0.138092
2001-05-31,0.007603,-0.025035,0.024075,-0.097339,0.046242,-0.092665,0.092137,-0.150244
2001-06-30,0.006631,-0.010740,0.021153,-0.149823,0.042739,-0.062317,0.087659,-0.191575
2001-07-31,0.006716,-0.064108,0.021789,-0.125038,0.044096,-0.066899,0.092009,-0.247360
2001-08-31,0.006310,-0.081723,0.020794,0.005178,0.044791,-0.023686,0.090230,-0.191879
2001-09-30,0.006581,0.018099,0.019961,0.102926,0.041896,0.102263,0.088035,-0.216785
2001-10-31,0.005812,0.075176,0.019920,0.066448,0.043283,0.016173,0.082083,-0.164204
2001-11-30,0.006282,0.007574,0.020537,-0.028716,0.046347,-0.063460,0.084448,-0.178279
2001-12-31,0.006827,-0.015574,0.022151,-0.000601,0.047600,-0.137847,0.090833,-0.233660
2002-01-31,0.005533,-0.020766,0.019998,-0.047142,0.042128,-0.193399,0.082397,-0.242877
2002-02-28,0.004713,0.036739,0.018169,-0.035772,0.041468,-0.172273,0.078538,-0.239968
2002-03-31,0.005043,-0.061418,0.016834,-0.137329,0.040195,-0.289448,0.077142,-0.260774
2002-04-30,0.004357,-0.009081,0.015944,-0.153493,0.037197,-0.177506,0.072848,-0.148572
2002-05-31,0.004708,-0.072455,0.017236,-0.141565,0.040553,-0.122599,0.077020,-0.097035
2002-06-30,0.004836,-0.079004,0.018278,-0.176335,0.041350,-0.111131,0.079623,-0.015478
2002-07-31,0.002539,0.004881,0.011758,-0.028367,0.032894,-0.061341,0.076052,0.086319
2002-08-31,0.003102,-0.110024,0.012508,0.022094,0.032450,-0.081784,0.075265,0.100364
2002-09-30,0.003203,0.086449,0.012217,0.079163,0.032495,0.040354,0.076270,0.221629
2002-10-31,0.004597,0.057070,0.013423,-0.033937,0.029864,0.035179,0.071110,0.186224
2002-11-30,0.003146,-0.060333,0.012268,-0.101633,0.028774,0.029136,0.072395,0.130181
2002-12-31,0.001808,-0.027415,0.010061,-0.035962,0.027597,0.107613,0.068431,0.263804
2003-01-31,0.002005,-0.017004,0.008707,0.071544,0.026368,0.157310,0.060539,0.321877
2003-02-28,0.001649,0.008358,0.008150,0.145563,0.026227,0.198371,0.059443,0.361160
2003-03-31,0.001573,0.081044,0.008549,0.148931,0.025512,0.174244,0.060220,0.327796
2003-04-30,0.002251,0.050899,0.009914,0.080040,0.024232,0.145912,0.057985,0.207630
2003-05-31,0.002145,0.011322,0.009645,0.046098,0.018973,0.098185,0.048433,0.163026
2003-06-30,0.002249,0.016224,0.009741,0.022032,0.015606,0.141016,0.045815,0.170693
2003-07-31,0.003160,0.017873,0.012737,0.060991,0.022077,0.142198,0.048297,0.112500
2003-08-31,0.003429,-0.011944,0.011956,0.049791,0.025446,0.135842,0.058211,0.095465
2003-09-30,0.002978,0.054961,0.010418,0.116419,0.023319,0.130767,0.051609,0.119090
2003-10-31,0.002839,0.007129,0.010448,0.076539,0.023747,0.053859,0.050522,0.075654
2003-11-30,0.003672,0.050766,0.012385,0.081969,0.025707,0.059044,0.056856,0.109261
2003-12-31,0.003771,0.017276,0.013234,0.012852,0.027203,0.026009,0.058228,0.089935
2004-01-31,0.004689,0.012209,0.014603,-0.021067,0.028373,-0.026001,0.061779,0.044327
2004-02-29,0.006244,-0.016359,0.016298,-0.021189,0.030085,-0.035548,0.063274,0.051234
2004-03-31,0.005764,-0.016791,0.015832,0.012990,0.030456,-0.010327,0.063094,0.048286
2004-04-30,0.005639,0.012083,0.016240,-0.005039,0.031719,0.020681,0.062816,0.044748
2004-05-31,0.005077,0.017989,0.014357,-0.014670,0.030391,0.047418,0.067935,0.063194
2004-06-30,0.005196,-0.034291,0.014034,-0.023018,0.031342,0.062305,0.068959,0.044257
2004-07-31,0.005029,0.002287,0.015343,0.025850,0.033018,0.072205,0.066561,0.120230
2004-08-31,0.004339,0.009364,0.013610,0.063012,0.029937,0.089980,0.061529,0.105131
2004-09-30,0.004549,0.014014,0.015225,0.087333,0.032491,0.059224,0.062581,0.102487
2004-10-31,0.004600,0.038595,0.014780,0.045187,0.030711,0.023580,0.064523,0.067961
2004-11-30,0.005092,0.032458,0.015848,0.025370,0.033586,0.015062,0.063402,0.064456
2004-12-31,0.005378,-0.025290,0.015592,-0.025852,0.030225,-0.016990,0.066580,0.030010
2005-01-31,0.005681,0.018903,0.016947,-0.020673,0.031820,0.044791,0.064764,0.083647
2005-02-28,0.005638,-0.019118,0.016981,-0.010053,0.032348,0.013900,0.064842,0.064025
2005-03-31,0.005618,-0.020109,0.016466,0.009097,0.031698,0.040844,0.065166,0.096799
2005-04-30,0.005134,0.029952,0.014358,0.066845,0.030305,0.043359,0.061272,0.132913
2005-05-31,0.005776,-0.000143,0.016683,0.024196,0.029581,0.048661,0.055537,0.065959
2005-06-30,0.005712,0.035968,0.015308,0.031461,0.026933,0.047812,0.051865,0.066203
2005-07-31,0.005600,-0.011222,0.014731,-0.022015,0.024817,0.037191,0.051373,0.034420
2005-08-31,0.004927,0.006949,0.015252,0.023887,0.023693,0.049438,0.051691,0.068416
2005-09-30,0.004982,-0.017741,0.012933,0.015853,0.019662,0.053759,0.043724,0.087109
2005-10-31,0.004577,0.035186,0.013773,0.060538,0.021431,0.085832,0.049156,0.141614
2005-11-30,0.004411,-0.000952,0.013426,0.024954,0.020804,0.016495,0.046338,0.120970
2005-12-31,0.005087,0.025467,0.012123,0.037315,0.018830,0.017552,0.043768,0.136194
2006-01-31,0.004856,0.000453,0.014311,0.023850,0.018096,-0.002672,0.042822,0.123555
2006-02-28,0.004753,0.011096,0.013387,-0.008254,0.015892,0.018084,0.039748,0.098512
2006-03-31,0.004619,0.012156,0.012855,-0.019052,0.013884,0.031648,0.037991,0.097299
2006-04-30,0.004530,-0.030917,0.013578,-0.025904,0.017497,0.051373,0.042346,0.131053
2006-05-31,0.004383,0.000087,0.013710,0.026557,0.019466,0.102780,0.045931,0.205127
2006-06-30,0.004436,0.005086,0.013125,0.051685,0.018799,0.116596,0.045216,0.183554
2006-07-31,0.004103,0.021274,0.012699,0.079332,0.020568,0.126565,0.044065,0.139904
2006-08-31,0.004827,0.024566,0.012005,0.074251,0.017925,0.078999,0.040080,0.130517
2006-09-30,0.004972,0.031508,0.011903,0.061721,0.016658,0.063637,0.040520,0.142905
2006-10-31,0.003887,0.016467,0.011568,0.043761,0.016988,0.075787,0.041065,0.124418
2006-11-30,0.003076,0.012616,0.011152,0.004419,0.016727,0.092808,0.044281,0.057481
2006-12-31,0.003022,0.014059,0.010963,0.001805,0.016844,0.059966,0.043775,0.035296
2007-01-31,0.004964,-0.021846,0.012997,0.030683,0.021734,0.011841,0.050257,-0.041502
2007-02-28,0.004886,0.009980,0.012792,0.088000,0.022783,0.047746,0.051880,-0.054158
2007-03-31,0.004238,0.043291,0.010918,0.058056,0.022252,0.074525,0.050055,-0.069085
2007-04-30,0.003812,0.032549,0.010332,-0.018282,0.021118,0.045205,0.048797,-0.065287
2007-05-31,0.004821,-0.017816,0.012127,-0.036998,0.022552,-0.032327,0.050237,-0.085090
2007-06-30,0.005673,-0.031982,0.014965,0.015565,0.026410,-0.023275,0.053851,-0.148568
2007-07-31,0.005328,0.012864,0.016685,0.064668,0.029817,-0.052719,0.066414,-0.129110
2007-08-31,0.005466,0.035794,0.016392,0.004851,0.026835,-0.097260,0.060503,-0.129689
2007-09-30,0.005532,0.014822,0.016006,-0.038245,0.028491,-0.133650,0.060731,-0.236050
2007-10-31,0.005418,-0.044043,0.016547,-0.110257,0.033207,-0.105713,0.065150,-0.374750
2007-11-30,0.005441,-0.008629,0.016770,-0.101618,0.032479,-0.054526,0.065047,-0.394899
2007-12-31,0.005552,-0.061163,0.017119,-0.099199,0.032373,-0.128279,0.064353,-0.384858
2008-01-31,0.004871,-0.034761,0.017152,0.005107,0.037498,-0.080643,0.071838,-0.400907
2008-02-29,0.005145,-0.005960,0.017492,0.052419,0.034597,-0.035923,0.069367,-0.447562
2008-03-31,0.005231,0.047547,0.018123,-0.032282,0.037941,-0.118198,0.075059,-0.396787
2008-04-30,0.004816,0.010674,0.017968,-0.085314,0.040873,-0.300839,0.079408,-0.370081
2008-05-31,0.004521,-0.085962,0.017728,-0.083942,0.037487,-0.360002,0.073618,-0.343650
2008-06-30,0.004570,-0.009859,0.015706,-0.088781,0.034236,-0.294336,0.068885,-0.281781
2008-07-31,0.003729,0.012190,0.014742,-0.235628,0.029969,-0.348356,0.074219,-0.220849
2008-08-31,0.004690,-0.090791,0.016937,-0.301357,0.033605,-0.426978,0.078753,-0.204400
2008-09-30,0.004800,-0.169425,0.015909,-0.225582,0.033302,-0.315932,0.073864,-0.093693
2008-10-31,0.006413,-0.074849,0.019064,-0.147479,0.035799,-0.099035,0.083997,0.069615
2008-11-30,0.004434,0.007822,0.021475,-0.179807,0.043697,0.025551,0.097715,0.222474
2008-12-31,-0.002324,-0.085657,0.009521,-0.116668,0.033137,0.017791,0.083357,0.234542
2009-01-31,0.000739,-0.109931,0.010165,0.056824,0.028875,0.195670,0.071059,0.300274
2009-02-28,-0.000865,0.085404,0.007383,0.250377,0.026531,0.388429,0.074359,0.502523
2009-03-31,-0.000311,0.093925,0.008453,0.152218,0.027285,0.324877,0.081279,0.465690
2009-04-30,-0.000224,0.053081,0.008219,0.131380,0.026079,0.187188,0.078676,0.359620
2009-05-31,0.001814,0.000196,0.011938,0.110408,0.023415,0.192016,0.060867,0.185249
2009-06-30,0.002027,0.074142,0.010648,0.149850,0.019796,0.212962,0.063975,0.121166
2009-07-31,0.006061,0.033560,0.013221,0.049328,0.019752,0.087485,0.066809,0.115567
2009-08-31,0.005580,0.035723,0.014524,0.073495,0.024582,0.082176,0.066554,0.028130
2009-09-30,0.005871,-0.019762,0.018024,0.054887,0.031926,0.106283,0.070548,0.079578
2009-10-31,0.006518,0.057364,0.020336,0.036364,0.037097,0.145244,0.071262,0.141934
2009-11-30,0.006291,0.017771,0.021054,0.008087,0.036925,-0.005677,0.073966,0.077508
2009-12-31,0.006615,-0.036974,0.019909,0.048722,0.033959,-0.075679,0.071907,0.127827
2010-01-31,0.005025,0.028514,0.018531,0.105059,0.035830,0.025822,0.069346,0.197650
2010-02-28,0.006440,0.058796,0.017942,-0.013653,0.034327,-0.049942,0.062491,0.201659
2010-03-31,0.006481,0.014759,0.017709,-0.118622,0.035042,-0.024140,0.064114,0.133740
2010-04-30,0.006408,-0.081976,0.017046,-0.071704,0.034772,-0.002890,0.065050,0.149087
2010-05-31,0.005602,-0.053882,0.017273,-0.036791,0.034658,0.083660,0.066655,0.234797
2010-06-30,0.004312,0.068778,0.015427,0.107198,0.031761,0.220169,0.062988,0.281292
2010-07-31,0.003978,-0.047449,0.013201,0.074129,0.025639,0.167502,0.058327,0.173094
2010-08-31,0.004708,0.087551,0.015796,0.125051,0.029438,0.264826,0.060729,0.161589
