,ret_1m,ret_3m,ret_6m,ret_12m
2021-06-30,0.022748,0.002336,0.109059,-0.119167
2021-07-31,0.028990,0.047806,0.027368,-0.060285
2021-08-31,-0.047569,0.009799,-0.032888,-0.125519
2021-09-30,0.069144,0.106474,0.051740,-0.167594
2021-10-31,-0.008334,-0.019505,-0.102804,-0.159249
2021-11-30,0.043613,-0.042273,-0.095216,-0.106610
2021-12-31,-0.052585,-0.049467,-0.205783,-0.194428
2022-01-31,-0.031360,-0.084955,-0.085318,-0.097208
2022-02-28,0.035773,-0.055280,-0.095781,-0.092317
2022-03-31,-0.087957,-0.164451,-0.208544,-0.092950
2022-04-30,0.000053,-0.000397,-0.062913,0.009088
2022-05-31,-0.083920,-0.042871,-0.012594,0.011539
2022-06-30,0.091116,-0.052771,0.014297,0.175676
2022-07-31,-0.042440,-0.062540,-0.012999,0.111050
2022-08-31,-0.093396,0.031633,0.003831,0.139737
2022-09-30,0.079863,0.070805,0.146053,0.195902
2022-10-31,0.053753,0.052846,0.076834,0.083115
2022-11-30,-0.058971,-0.026950,0.024441,0.119529
2022-12-31,0.061753,0.070272,0.159104,0.242305
2023-01-31,-0.026112,0.022784,0.125683,0.188650
2023-02-28,0.035052,0.052814,0.135388,0.283647
2023-03-31,0.014642,0.082999,0.043496,0.278645
2023-04-30,0.002482,0.100607,0.005833,0.207750
2023-05-31,0.064727,0.078431,0.092819,0.262613
2023-06-30,0.031139,-0.036476,0.071780,0.226969
2023-07-31,-0.017716,-0.086111,0.055936,0.203388
2023-08-31,-0.048719,0.013342,0.130580,0.253067
2023-09-30,-0.021980,0.112354,0.225347,0.343846
2023-10-31,0.089179,0.155432,0.200746,0.360449
2023-11-30,0.044229,0.115695,0.155372,0.320631
2023-12-31,0.015896,0.101580,0.144795,0.233090
2024-01-31,0.051721,0.039219,0.139641,0.246588
2024-02-29,0.031019,0.035563,0.108340,0.168404
2024-03-31,-0.041615,0.039230,0.096707,0.068039
2024-04-30,0.048021,0.096632,0.133003,0.105918
2024-05-31,0.034670,0.070277,0.143035,0.120167
2024-06-30,0.011321,0.055306,0.077127,0.136338
2024-07-31,0.022835,0.033166,0.093843,0.147962
2024-08-31,0.020197,0.067980,0.054192,0.143733
2024-09-30,-0.009897,0.020677,-0.026140,0.160691
2024-10-31,0.057301,0.058730,-0.023905,0.198889
2024-11-30,-0.024990,-0.012910,-0.020007,0.135388
2024-12-31,0.027016,-0.045868,0.054971,0.163878
2025-01-31,-0.014242,-0.078051,0.049476,0.148745
2025-02-28,-0.057545,-0.007190,0.084937,0.155241
2025-03-31,-0.007625,0.105687,0.191846,0.163345
2025-04-30,0.061524,0.138323,0.228250,0.294475
2025-05-31,0.049607,0.092794,0.158567,0.282215
2025-06-30,0.021667,0.077923,0.103232,0.197666
2025-07-31,0.019066,0.079000,0.094589,
2025-08-31,0.035324,0.060188,0.064799,
2025-09-30,0.022687,0.023479,-0.023913,
2025-10-31,0.001300,0.014448,0.053918,
2025-11-30,-0.000524,0.004349,0.106725,
2025-12-31,0.013663,-0.046305,0.085598,
2026-01-31,-0.008668,0.038907,,
2026-02-28,-0.050933,0.101932,,
2026-03-31,0.104233,0.138307,,
2026-04-30,0.051470,,,
2026-05-31,-0.019604,,,
2026-06-30,,,,
